Code,Name,Street_Add,Town,Type,ZipCode,Waste,Lat,Long,X_Coord,Y_Coord,Status,Score
R2166,Janine's Frostee,149 East St,Ware,R,01082,37.5,42.26426495,-72.22240801,140399.0135,890674.1373,M,100
F389,Janko Beverage Systems Inc,113 Hall St,Fall River,F,02724,41.68682735,-71.17385111,227153.8282,826337.553,M,100
W216,Jard Marketing Business Trust (consent),71 Glenn St,Lawrence,W,01843,42.61363843,-73.11862173,67201.31282,930489.8686,T,66
R3325,Jared Coffin House,29 Broad St,Nantucket,R,02554,75,41.28515611,-70.09965678,317314.3156,782635.7689,M,100
R420,Jasmine,733 Turnpike St Ste 1,North Andover,R,01845,16.5,42.6607839,-71.10877102,232075.9004,934540.5169,M,100
R1130,Java Dreams,237 Commercial St Unit 2a,Provincetown,R,02657,22.5,42.05020963,-70.18800212,308606.7701,867481.3793,M,100
R421,Java House,541 E BROADWAY,BOSTON,R,02127,16.5,42.33552043,-71.0427641,237681.2763,898437.4673,M,100
R624,Java Joe's Cafe,12 WASHINGTON ST,WELLESLEY,R,02481,18,42.30442256,-71.28397633,217811.5454,894904.8045,M,54
R179,Java Jungle,175 GEORGE WASHINGTON BLVD,HULL,R,02045,15,42.26325262,-70.85961485,252834.8159,890507.6362,M,100
R1663,Java's Brewin,95 Boston Rd Ste 2,North Billerica,R,01862,30,42.59125091,-71.29664824,216690.7674,926762.8074,M,100
R1664,Jay's Grill,1223 Beacon St Ste B4,Brookline,R,02446,30,42.3431568,-71.117103,231551.1695,899255.5067,M,100
R625,Jay's Ice Cream Food and More,167 Centre St,Malden,R,02148,18,42.42559659,-71.07314613,235127.4135,908429.7822,M,100
R626,Jean F Ozella,165 Congress St,Milford,R,01757,18,42.15613744,-71.53188012,197365.2673,878412.1396,M,100
IH347,JEANNE JUGAN RESIDENCE,186 HIGHLAND AVENUE,SOMERVILLE,IH,02143,27.594,42.38926394,-71.10581617,232457.543,904381.1283,M,100
R180,Jeannette's Caterers,83 Thorndike St,Revere,R,02151,15,42.42035353,-70.99634301,241451.2025,907881.8765,M,100
R905,Jean's Catering Service,100 Central St,Milford,R,01757,21,42.1398133,-71.5174567,198556.9198,876598.6361,M,100
W217,"Jedwards International, Inc.",39 Broad St,Quincy,W,02169,42.3583663,-71.05414706,236729.9395,900970.1044,T,66
R627,Jeffrey's,63 E Main St,Norton,R,02766,18,41.96977741,-71.18161518,226390.1195,857761.7183,M,100
R181,Jeffrey's Pizza,12 Bob Larson Ln,Attleboro Falls,R,02763,15,41.97156836,-71.30388172,216255.3188,857930.072,M,100
F390,Jeremiahs Soft Serve,2 Inverness Ave,Worcester,F,01604,42.24955819,-71.77181225,177569.179,888823.9383,M,100
IH348,JESMOND NURSING HOME,271 NAHANT ROAD,NAHANT,IH,01908,18.7245,42.42600361,-70.91994446,247734.4804,908549.4078,M,100
F391,Jessica's Brick Oven,19 6th Rd,Woburn,F,01801,42.511205,-71.146945,229014.9036,917911.2898,M,100
W218,Jessica's Brick Oven Inc.,19 6th Rd,Woburn,W,01801,42.10279585,-70.65945089,269524.4496,872829.4603,T,66
R3410,Jeveli's Restaurant,387 Chelsea St,Boston,R,02128,82.5,42.37950423,-71.02759042,238904.6843,903329.7826,M,100
IH349,JEWISH HEALTHCARE CENTER,629 SALISBURY STREET,WORCESTER,IH,01609,46.3185,42.29536489,-71.83724463,172189.6304,893931.1442,M,100
IH350,JEWISH NURSING HOME OF WESTERN,770 CONVERSE STREET,LONGMEADOW,IH,01106,65.7,42.06398401,-72.55200816,112932.7402,868712.9498,M,100
IH351,JEWISH R CTR FOR THE AGED OF T,330 PARADISE ROAD,SWAMPSCOTT,IH,01907,59.13,42.47844014,-70.90731045,248733.6809,914381.0228,M,100
C101,Jiminy Peak Resort,37 Corey Rd,Hancock,C,01237,0,42.55583319,-73.29417545,52665.0936,924358.2402,M,100
G236,Jimmie Foodliners,121 Marion Rd,Wareham,G,02571,67.5,41.75875442,-70.72781055,264216.3045,834565.0996,M,100
R628,Jimmy Magg's,1233 Bennington St,Boston,R,02128,18,42.39006374,-70.99698664,241418.0736,904517.0957,M,100
R182,Jimmy's Cafe & Catering,151 Linden St,Wellesley,R,02482,15,42.29943954,-71.2932666,217046.8886,894349.4163,M,100
R1665,Jimmys Pizza House & Rest,282 Pleasant St,Dracut,R,01826,30,42.66494872,-71.31453156,215205.136,934946.1385,M,100
R3326,Jimmy's Pub,141 N Main St,Mansfield,R,02048,75,42.02796228,-71.21779104,223370.2223,864213.7204,M,100
R3096,Jimmy's Restaurant,114 W Housatonic St,Pittsfield,R,01201,60,42.44399152,-73.26060606,55164.94887,911880.0044,M,100
R1363,Jimmy's Roast Beef,435 Boston St,Lynn,R,01905,24,42.46629,-70.9677051,243776.2433,912998.6657,M,100
R3699,Jimmy's Steer House,1111 Massachusetts Ave,Arlington,R,02476,120,42.42187,-71.172545,226949.1414,907979.6723,M,100
W219,Jim's Organic Coffee,21 Pattersons Brook Rd UNI,West Wareham,W,02576,41.78387292,-70.75069214,262288.9827,837337.8817,M,66
R2615,Jj Brannelly's,4432-4436 WASHINGTON ST,ROSLINDALE,R,02131,45,42.280385,-71.13462,230137.6242,892276.823,M,100
F392,Jl Distributors,21 Alderbrook Rd,Andover,F,01810,42.62238456,-71.12803626,230515.0032,930267.8957,M,100
IH352,"JML CARE CENTER, INC.",184 TER HEUN DRIVE,FALMOUTH,IH,02540,43.362,41.56633313,-70.62473645,273007.1032,813277.2107,M,100
R183,Jo Java Coffee House,3710 Washington St,Jamaica Plain,R,02130,15,42.300984,-71.11289155,231919.4554,894572.7414,M,100
R2167,Joe & Maria's,434 Providence Hwy,Norwood,R,02062,37.5,42.19628645,-71.18485062,226028.9879,882919.195,M,100
R2001,Joe Angelo's Cafe,11 Crescent St,Brockton,R,02301,34.5,42.08129457,-71.01990162,239724.3163,870210.5144,M,100
R2616,Joe Tecce's Ristorante & Caffe,61 N Washington St,Boston,R,02114,45,42.36504686,-71.05837,236378.2092,901710.3404,M,100
R3746,Joe's American Bar & Grill,181 Newbury St,Boston,R,02116,150,42.35050894,-71.07910321,234678.3437,900086.9002,M,100
R3747,Joe's American Bar & Grill,250 Granite St Ste 10,Braintree,R,02184,150,42.22054,-71.02812,238958.7543,885672.7993,M,100
R3748,Joe's American Bar & Grill,985 Providence Hwy,Dedham,R,02026,150,42.23160348,-71.1806837,226358.4577,886843.2346,M,100
R3327,Joe's American Bar and Grill,311 Mishawum Rd,Woburn,R,01801,75,42.50389248,-71.13192016,230253.1787,917104.2358,M,100
R2168,Joe's Cafe & Spaghetti House,33 Market St,Northampton,R,01060,37.5,42.32167214,-72.62919214,106924.0338,897414.3601,M,100
R906,Joe's Family Restaurant,366 MARIANO S BISHOP BLVD,FALL RIVER,R,02721,21,41.6728647,-71.1641494,227967.6552,824789.8995,M,100
W220,"Joe's Lobster Market, Inc",Coast Guard Rd,Sandwich,W,02563,41.7704185,-70.49866477,283256.39,836058.627,M,63
G237,Joes Market Place Inc,260 Centre St,Quincy,G,02169,22.5,42.23709227,-71.01418331,240098.8933,887517.7528,M,100
R184,Joes Pizza,507 Rantoul St,Beverly,R,01915,15,42.5567214,-70.88045091,250878.9984,923092.0562,M,100
W221,Joe's Snipped Fresh Produce,15 Arlington St,Chelsea,W,02150,42.22102249,-71.8186882,173688.9991,885667.7788,T,66
W222,Johanna Fisheries LLC,474 Queen Anne Rd,Harwich,W,02645,41.70379845,-70.07233043,318825.1443,829165.0404,M,66
IH353,JOHN ADAMS HEALTHCARE CENTER,211 FRANKLIN STREET,QUINCY,IH,02169,23.3235,42.2369721,-71.0019864,241105.6829,887510.2111,M,100
R1666,John Andrews Restaurant,224 HILLSIDE ROAD,GREAT BARRINGTON,R,01258,30,42.19719396,-73.3539642,46890.28632,884635.9452,M,82
R3200,John Brewer's Tavern & Waltham Pubs,39 Main St,Waltham,R,02453,67.5,42.37453505,-71.21033269,223857.1299,902710.5932,M,100
C102,John Carver Inn,25 Summer St,Plymouth,C,02360,0,41.95432086,-70.66488251,269236.6576,856334.6569,M,100
W223,"John Cerasuolo Co., Inc.",38 New England Prod Ctr,Chelsea,W,02150,42.39529006,-71.05270824,236826.9629,905072.0561,M,52
W224,"John Dewar & Co., Inc.",753 Beacon St,Newton,W,02459,42.34779246,-71.10082874,232889.769,899776.561,T,66
R1364,John Futado,1 Caswell St,East Taunton,R,02718,24,41.8797033,-71.0395763,238217.2726,847811.1551,M,100
C103,John Hancock Conference Center,40 Trinity Place,Boston,C,02116,120.5,42.34866359,-71.07546708,234978.9476,899883.4118,M,100
C104,John Harvard's Brew House,33 Dunster Street,Cambridge,C,02138,14.9,42.37257721,-71.11914435,231368.3692,902522.6434,M,100
F393,John Harvard's Brew House,1 Worcester Rd,Framingham,F,01701,42.29893731,-71.39365874,208768.7978,894278.4388,M,100
R3700,John Harvard's Brewhouse,33 Dunster St,Cambridge,R,02138,120,42.37257721,-71.11914435,231368.3692,902522.6434,M,100
C105,John Joseph Moakley United States Courthouse,12 Northern Ave,Boston,C,02210,27.4,42.35366,-71.047405,237288.1278,900450.2768,M,100
IH354,JOHN SCOTT HOUSE N&R CENTER,233 MIDDLE STREET,BRAINTREE,IH,02184,61.4295,42.21807082,-70.99219413,241926.4195,885415.5776,M,100
R3097,John Stone's Inn,179 Main St,Ashland,R,01721,60,42.25974663,-71.46424712,202949.9732,889920.4906,M,100
G238,Johnnies Food Master,51 Austin St,Boston,G,02129,300,42.3746008,-71.0665658,235697.7131,902768.0863,M,100
R1920,Johnny Jack's Restaurant,220 Main St 222,Milford,R,01757,31.5,42.13974697,-71.52071543,198287.531,876591.3292,M,100
R185,Johnny Macaroni's Restaurant,582 West Street,East Bridgewater,R,02333,15,42.02021298,-70.98104741,242980.4312,863445.0916,M,100
R1667,Johnny Rockets,250 Granite St Ste 196,Braintree,R,02184,30,42.22054,-71.02812,238958.7543,885672.7993,M,100
R3013,Johnny Rockets,75 Middlesex Tpke # 1079,Burlington,R,01803,55.5,42.4757479,-71.21381895,223532.2804,913952.1293,M,100
R1668,Johnny T Macaronis,582 West St Ste 3,East Bridgewater,R,02333,30,42.02021298,-70.98104741,242980.4312,863445.0916,M,100
R1921,Johnny's Biltmore Cafe,52 Chandler Pl,Newton,R,02464,31.5,42.36127423,-71.20309899,224458.0255,901239.6789,M,81
F394,Johnnys Cupcakes,106 Finnell Dr Ste 22,Weymouth,F,02188,42.18877465,-70.9680529,243939.8809,882173.7672,M,100
G239,Johnnys Foodmaster,100 Everett Ave Ste 12,Chelsea,G,02150,45,42.3949687,-71.0394427,237919.3393,905042.1731,M,100
R3098,Johnny's Luncheonette,30 LANGLEY RD,NEWTON CENTER,R,02459,60,42.33079213,-71.19318267,225287.0851,897856.7493,M,51
R186,Johnny's Pizza & Smokehouse,388 Watertown St,Newton,R,02458,15,42.36038183,-71.20181664,224564.0082,901140.9231,M,100
W225,"Johnny's Produce, Inc.",445 Franklin St,Mansfield,W,02048,42.22779071,-72.36154694,128879.0422,886729.585,T,66
G240,Johns Super Market,146 Federal St,Greenfield,G,01301,30,42.5929203,-72.59809444,109875.0639,927508.4923,M,100
F395,Johnson Candy Corporation,40 Jaques St,Somerville,F,02145,42.39369432,-71.09115095,233662.7265,904878.9225,M,100
R2419,Johnson's Drive-In,164 Boston Rd,Groton,R,01450,42,42.59688721,-71.55489245,195494.9202,927370.462,M,100
F396,Johnson's Food Products Corporation,1 Mount Vernon St,Boston,F,02108,42.358507,-71.0627886,236017.9644,900982.0475,T,100
W226,Jonathan Organics,170 Middleboro Rd,East Freetown,W,02717,41.77826962,-70.93177126,247240.5167,836599.2897,M,66
F397,Jordan Bros Seafood Co Inc,2527 Fishpier,Boston,F,02210,42.3516708,-71.0374269,238111.3875,900233.7367,M,26
IH113,JORDAN HOSPITAL,275 SANDWICH STREET,PLYMOUTH,IH,02360,96.74325,41.94454246,-70.64520815,270878.6194,855264.7882,M,100
R3099,Joseph's Bistro and Pub,97 Main St,Westminster,R,01473,60,42.54682804,-71.91401483,165994.5146,921890.8283,M,100
R187,Joseph's Deli & Sub,258 K St,Boston,R,02127,15,42.3347933,-71.0374182,238122.2715,898359.0768,M,100
F398,Joseph's Middle East Bakery,30 International Way,Lawrence,F,01843,42.68980651,-71.18263707,226007.8407,937739.3534,M,100
F399,Josephs Pasta Company Inc,133 Hale St,Haverhill,F,01830,42.78312064,-71.08874799,233652.0027,948138.2248,M,100
R2169,Joseph's Pizza,183a Nantasket Ave,Hull,R,02045,37.5,42.26935588,-70.85474089,253231.805,891188.5647,M,100
R3624,Joseph's Trattoria Bakery and Cafe,145 Oxford Ave,Haverhill,R,01835,105,42.74650021,-71.109612,231963.3708,944062.0954,M,100
R1669,Joseph's Two,805 Main St,Waltham,R,02451,30,42.37625,-71.24263365,221196.2419,902892.5531,M,100
R2420,Joseph's Winter Street Cafe,24 Winter St,Newburyport,R,01950,42,42.8109773,-70.8765622,250991.9043,951338.0723,M,100
R2617,Joshua Tree,256 Elm St,Somerville,R,02144,45,42.39560204,-71.12202412,231119.8519,905079.1009,M,100
R188,Joy of Asia Restaurant,735 Boston Post Rd E,Marlborough,R,01752,15,42.35080678,-71.50169572,199860.287,900034.424,M,100
R422,Joy of The Wok,1245 Boston Rd,Springfield,R,01119,16.5,42.1402673,-72.502428,117135.5189,877135.8466,M,100
R1131,JP Licks At Newbury Street,352 Newbury St Ste 2,Boston,R,02115,22.5,42.34827811,-71.08735295,233999.8388,899835.7886,M,100
R629,JP Licks At Newton Center,659 Centre St,Newton,R,02458,18,42.34885051,-71.18763857,225736.6676,899864.2516,M,100
R1670,JP Seafood Cafe,730 Centre St,Jamaica Plain,R,02130,30,42.31089157,-71.11459814,231773.7653,895672.5808,M,100
F400,JPS and Sons,190 Providence St,Rehoboth,F,02769,41.80154142,-71.27623508,218596.3547,839051.0817,M,100
F401,Js Service Inc,4 Bailin Cir,Grafton,F,01536,42.2254143,-71.72704719,181256.1876,886131.3869,M,100
R2950,Jts Seafood,2689 Main St,Brewster,R,02631,52.5,41.7680536,-70.05736773,319949.6749,836321.6546,M,100
R2618,Jube's Family Restaurant,1227 Providence Rd,Whitinsville,R,01588,45,42.12651167,-71.64661542,187877.317,875131.4689,M,100
R3594,Judies,51 N Pleasant St,Amherst,R,01002,97.5,42.37670905,-72.51988544,116006.5048,903413.727,M,100
R1671,Juice Guys,4 Easy St,Nantucket,R,02554,30,41.28395017,-70.09719837,317522.4547,782505.2277,M,100
R2398,Jukebox Diner,1155 Grand Army Hwy,Somerset,R,02726,40.5,41.73415541,-71.17579477,226972.0272,831593.5193,M,100
R3328,Jules Catering,66 South St,Somerville,R,02143,75,42.3745567,-71.0912983,233660.7798,902753.1323,M,100
R189,Julian Dining,85 Lincoln St,Greenfield,R,01301,15,42.60072717,-72.58693569,110801.9068,928363.9071,M,100
R846,Julies Place,208 Main St,Acton,R,01720,19.5,42.46817874,-71.45623832,203598.9019,913072.7953,M,100
G241,Julios Market Inc,267 W Main St,Northborough,G,01532,46.5,42.30914557,-71.65621089,187121.0814,895418.6533,M,100
G242,Julios Market Inc,714 Main St,Shrewsbury,G,01545,37.5,42.29540003,-71.70288765,183269.1577,893899.9673,M,100
F402,Jumbo Donuts,5 Douglas St,Uxbridge,F,01569,42.07696182,-71.63041819,189208.1453,869625.724,M,100
R907,Jumbo Seafood Restaurant,5 Hudson St 7,Boston,R,02111,21,42.35098713,-71.05988036,236261.856,900148.0085,M,100
W227,Juncker Associates and Company Inc,3 State Fish Pier 1,Gloucester,W,01930,42.61529044,-70.65049718,269698.0677,929760.3957,M,100
F403,Junction Ice Cream Inc,606 Essex St,Hamilton,F,01936,42.62092698,-70.82064031,255733.898,930261.4,M,100
R1672,Just Another Phoenix,450 FAUNCE CORNER RD,NORTH DARTMOUTH,R,02747,30,41.66831692,-70.99129696,242364.656,824356.0588,M,63
W228,K & K Fishing Corporation Inc,84 Front St,New Bedford,W,02740,42.26027135,-71.4625698,203088.3437,889978.834,T,66
F404,K P Ventures Inc,700 Atlantic Ave,Boston,F,02111,42.35116634,-71.05620996,236564.1574,900169.4814,M,100
R2170,Kahula Restaurant,119 Main Street,Sturbridge,R,01566,37.5,42.0904299,-72.06666942,153119.4582,871269.1178,M,100
R3749,Kahunaville,50 Holyoke St,Holyoke,R,01040,150,42.17183713,-72.64026212,105789.1436,880785.1813,M,100
F405,Kallio Bogs,81 Tremont St,Carver,F,02330,41.87059681,-70.72782318,264102.7992,846986.7218,M,100
G243,Kam Man Food LLC,219 Quincy Ave Unit 1,Quincy,G,02169,105,42.24133529,-70.99125359,241988.6603,888000.0671,M,100
R908,Kame Restaurant,250 Cabot St,Beverly,R,01915,21,42.54952495,-70.87793621,251091.3388,922294.183,M,100
R630,Kam's Garden,1501 Bedford St Ste 1,Abington,R,02351,18,42.14272333,-70.95313075,245205.2573,877066.6277,M,100
R190,Kapow,1032 COMMONWEALTH AVE,BROOKLINE,R,02459,15,42.35177454,-71.12201551,231142.1333,900210.9204,M,100
F406,Karens Kitchen Inc,252 Bussey St,Dedham,F,02026,42.24794368,-71.15448633,228513.5965,888666.6186,M,100
R191,Karoun Restaurant,839 Washington St,Newton,R,02460,15,42.3523032,-71.2037038,224411.664,900243.0392,M,61
F407,Karps,6 Martel Way,Georgetown,F,01833,42.72555528,-70.95921041,244292.2464,941802.6188,M,100
R631,Kashmir Indian Restaurant,279 Newbury St Ste 2,Boston,R,02116,18,42.3491756,-71.0840709,234269.7733,899936.7914,M,100
F408,Katalyst Kombucha LLC,324 Wells St,Greenfield,F,01301,42.60269736,-72.60696432,109161.2133,928603.8825,M,100
IH355,KATHLEEN DANIEL,485 FRANKLIN STREET,FRAMINGHAM,IH,01701,40.734,42.2901431,-71.4289118,205862.6793,893298.5971,M,100
W229,Katsiroubas Bros,40 Newmarket Sq,Boston,W,02118,42.32909708,-71.06607267,235764.0403,897713.9614,M,66
W230,Katz Bagel Bakery,139 Park St,Chelsea,W,02150,42.59115129,-72.21794247,141073.0477,926979.8433,T,66
R1132,Kaya House,1924 Massachusetts Ave,Cambridge,R,02140,22.5,42.389236,-71.1198357,231303.181,904372.7846,M,100
R2619,Kaya Restaurant,581 Boylston St Lbby,Boston,R,02116,45,42.3502498,-71.0767623,234871.3556,900059.0708,M,100
F409,Kayem Foods Inc,333 Bliss St,West Springfield,F,01089,42.10034317,-72.62190281,107201.4947,872824.7714,M,100
F410,Kayem Foods Inc,75 Arlington St,Chelsea,F,02150,42.39245648,-71.04038179,237843.5255,904762.7091,M,100
R1447,Kc's Restaurant and Pub,24 West St,Beverly,R,01915,27,42.56198854,-70.81328381,256390.1137,923719.3602,M,100
W231,Keebler,17 Forge Pkwy,Franklin,W,02038,42.0831182,-71.43814572,205117.8286,870303.1256,M,66
R2171,Kelley House Hotel,23 Kelly St,Edgartown,R,02539,37.5,41.3895022,-70.51141353,282686.7733,793741.5419,M,92
R3667,Kell's Restaurant & Pub,161 BRIGHTON AVE,ALLSTON,R,02134,112.5,42.35303583,-71.13241246,230284.9311,900347.2746,M,51
R632,Kelly's Diner,42 Edgehill Rd,Winthrop,R,02152,18,42.37745943,-70.99094414,241923.9624,903120.0187,M,100
R909,Kelly's Diner,860 Dalton Ave,Pittsfield,R,01201,21,42.46830099,-73.20234789,60010.75876,914482.4585,M,100
R2172,Kelly's Landing,159 BRIDGE ST,NORTH WEYMOUTH,R,02191,37.5,42.2425573,-70.95891753,244656.5752,888152.2219,M,100
R3170,Kelly's Roast Beef,2 Under Price Way,Natick,R,01760,63,42.29530754,-71.39896486,208331.738,893874.7295,M,64
R3329,Kelly's Roast Beef,165 Endicott St,Danvers,R,01923,75,42.54836927,-70.94188274,245840.2024,922129.4761,M,100
R3750,Kelly's Roast Beef,605 Broadway Ste 300,Saugus,R,01906,150,42.48054364,-71.02134614,239355.9369,914555.7893,M,100
R633,Kelly's Roast Beef,437 Revere Beach Blvd,Revere,R,02151,18,42.42485738,-70.98262154,242577.4377,908388.9076,M,100
R2173,Kennedy's Midtown,42 Province St,Boston,R,02108,37.5,42.35698698,-71.05989567,236257.1566,900814.437,M,100
R3201,Kennedys Pub,247 Maple St A,Marlborough,R,01752,67.5,42.338618,-71.542149,196526.6116,898681.3945,M,100
F411,Kens Foods Inc,1 Dangelo Dr,Marlborough,F,01752,42.31712305,-71.58080187,193339.0689,896296.118,M,100
R3751,Ken's Steak House,95 Worcester Rd,Framingham,R,01701,150,42.29881756,-71.39727698,208470.4569,894264.7726,M,100
R3025,Kent's Restaurant,1675 GRAND ARMY OF THE REPUBLIC HWY,SWANSEA,R,02777,58.5,41.76611326,-71.25974031,219978.2605,835119.889,M,53
F412,Kenya Coffee and Tea Import,131 Boston Rd Ste 2,North Billerica,F,01862,42.58676945,-71.29466291,216854.9181,926265.3846,M,100
G244,Kenyons Market Inc,769 E Falmouth Hwy,East Falmouth,G,02536,34.5,41.57798776,-70.5464734,279520.4162,814641.5656,M,100
R910,Keons 105 Bistro,105 Washington St,Haverhill,R,01832,21,42.77283916,-71.08537474,233933.5796,946997.4038,M,100
R3752,Kernwood The,55 Salem St Ste 3,Lynnfield,R,01940,150,42.51159379,-71.03489107,238223.4482,917998.6415,M,100
F413,"Kettle Cuisine, Inc.",270 2nd St,Chelsea,F,02150,42.39673076,-71.04639865,237345.5956,905234.8272,M,100
IH356,KEYSTONE CENTER,44 KEYSTONE DRIVE,LEOMINSTER,IH,01453,34.821,42.55196431,-71.7439333,179965.8969,922407.4945,M,100
G245,Keystone Market Inc,661 S Shirkshire Rd,Conway,G,01341,30,42.55758535,-72.72406617,99480.41392,923724.5251,M,100
R1133,KFC,1251 Main St,Brockton,R,02301,22.5,42.06060449,-71.01441261,240191.5655,867915.0539,M,100
R1134,KFC,875 N Montello St,Brockton,R,02301,22.5,42.1071144,-71.02343353,239416.0588,873076.6743,M,100
R1135,KFC,465 WASHINGTON ST,BOSTON,R,02124,22.5,42.35504956,-71.06086179,236178.6732,900598.8268,M,100
R1136,KFC,3 S Maple St,Hadley,R,01035,22.5,42.357275,-72.550765,113436.9279,901286.0838,M,100
R1137,KFC,335 WALNUT ST,NEWTONVILLE,R,02460,22.5,42.3495126,-71.2068715,224151.7455,899932.1691,M,39
R1138,KFC,256 Andover St,Peabody,R,01960,22.5,42.54799787,-70.95025109,245153.1542,922083.7573,M,100
R1139,KFC,625 American Legion Hwy,Roslindale,R,02131,22.5,42.28535617,-71.1106723,232110.3678,892837.7286,M,100
R1140,KFC,457 Main St,Southbridge,R,01550,22.5,42.07740766,-72.03720778,155547.6759,869806.9788,M,100
R1141,KFC,1780 Boston Rd,Springfield,R,01129,22.5,42.1454969,-72.4839968,118665.744,877698.9299,M,100
R1142,KFC,931 Riverdale St,West Springfield,R,01089,22.5,42.12925392,-72.62649391,106864.1709,876040.6626,M,100
R1143,KFC,133 Turnpike Rd,Westborough,R,01581,22.5,42.28509623,-71.60624346,191237.3518,892741.0298,M,100
R1144,KFC,298 Washington St,Weymouth,R,02188,22.5,42.2133575,-70.9611354,244494.0224,884907.7959,M,100
R1365,KFC,30 North Beacon St,Boston,R,02134,24,42.35741865,-71.06414437,235906.8933,900860.5876,M,82
R1366,KFC,421 Broadway,Saugus,R,01906,24,42.48515517,-71.01902928,239543.5436,915069.1016,M,100
R1408,KFC,174 Main St,Leominster,R,01453,25.5,42.53189436,-71.75573198,178990.1964,920180.9352,M,100
R1448,KFC,168 Hampshire St,Cambridge,R,02139,27,42.3721598,-71.0989959,233028.0599,902483.8853,M,100
R1449,KFC,1044 Main St Ste 5,Clinton,R,01510,27,42.43222134,-71.68675677,184632.6406,909094.5778,M,100
R1673,KFC,149 Cochituate Rd,Framingham,R,01701,30,42.30090366,-71.40772902,207608.3399,894495.5011,M,100
R1674,KFC,314 Barnstable Rd,Hyannis,R,02601,30,41.6620522,-70.2859461,301113.1805,824253.5248,M,100
R1675,KFC,644 State St,Springfield,R,01109,30,42.10990432,-72.57115888,111411.9035,873832.7005,M,100
R1676,KFC,5318 Washington St,West Roxbury,R,02132,30,42.2581902,-71.1607449,227992.5823,889802.6619,M,100
R1922,KFC,6 Purchase St,Danvers,R,01923,31.5,42.55830761,-70.9306579,246754.7565,923239.517,M,100
R2002,KFC,490 S Union St,Lawrence,R,01843,34.5,42.69020777,-71.15318192,228421.4917,937793.3255,M,100
R2003,KFC,167 Broadway,Somerville,R,02145,34.5,42.38879586,-71.08606829,234083.8464,904336.8381,M,100
R2031,KFC,418 Park Ave,Worcester,R,01610,36,42.25670118,-71.82343505,173312.1262,889632.2009,M,100
R2174,KFC,485 Boston Rd,Billerica,R,01821,37.5,42.55093655,-71.26328138,219441.8843,922291.6596,M,100
R2366,KFC,695 COLUMBIA RD,BOSTON,R,02125,39,42.31998205,-71.06216307,236091.4613,896703.1612,M,100
R2367,KFC,21 S Quinsigamond Ave,Shrewsbury,R,01545,39,42.27371577,-71.75166643,179239.5885,891502.1165,M,100
R2399,KFC,2135 Acushnet Ave,New Bedford,R,02745,40.5,41.68038937,-70.92243673,248090.1562,825733.4026,M,100
R2421,KFC,282 Washington St,Hudson,R,01749,42,42.37287982,-71.56232589,194866.6677,902488.1009,M,100
R2422,KFC,506 County St,New Bedford,R,02740,42,41.63706383,-70.93078567,247427.1148,820916.7709,M,100
R2620,KFC,4 Sandy Pond Rd,Ayer,R,01432,45,42.55375297,-71.57113505,194157.8775,922579.9716,M,100
R2621,KFC,218 Broad St,Bridgewater,R,02324,45,41.99565621,-70.9732966,243639.1986,860721.5544,M,100
R2622,KFC,20 Everett Ave,Everett,R,02149,45,42.40227857,-71.04170705,237728.5468,905853.1215,M,100
R2623,KFC,484 Pleasant St,Fall River,R,02721,45,41.69886057,-71.14707339,229377.6899,827682.9184,M,100
R2624,KFC,112 Main St,Kingston,R,02364,45,41.98764709,-70.71185947,265307.8748,859998.9724,M,100
R2836,KFC,20 Cape Rd,Taunton,R,02780,46.5,41.90577668,-71.06738464,235894.3858,850694.9752,M,100
R2858,KFC,707 Hancock St,Quincy,R,02170,48,42.266924,-71.01484516,240025.4185,890830.9262,M,100
R634,KFC,440 Middlesex Rd Ste 3,Tyngsboro,R,01879,18,42.69616143,-71.43807242,205074.4542,938398.7597,M,100
R847,KFC,163 Cambridge Rd,Woburn,R,01801,19.5,42.46933381,-71.17971942,226338.9011,913249.6267,M,100
R911,KFC,2241 Northampton St,Holyoke,R,01040,21,42.18583307,-72.63048626,106617.4007,882328.8615,M,100
R912,KFC,501 Main St,Waltham,R,02452,21,42.37709597,-71.2306257,222184.8956,902989.5739,M,100
F414,Kggk Inc,570 Main St Ste 1,Hyannis,F,02601,41.65007689,-70.28923599,300858.0781,822919.6943,M,100
R635,Kihei Restaurant,745 Main St,Walpole,R,02081,18,42.15289881,-71.24759676,220860.9021,878082.7908,M,100
R192,Kikis Chinese Food,157 Forbes Rd,Westwood,R,02090,15,42.21127868,-71.171416,227132.1669,884588.6074,M,100
R3330,Kimball Farm Ice Cream,343 Bedford Rd,Carlisle,R,01741,75,42.52508594,-71.33899139,213229.1917,919405.6372,M,100
IH357,KIMBALL FARMS NURSING CARE CEN,40 SUNSET AVENUE,LENOX,IH,01240,24.309,42.35892703,-73.28776282,52733.21358,902479.7685,M,100
R193,Kimisi Dairy Queen,100 Commercial Rd # 143,Leominster,R,01453,15,42.52659594,-71.73845811,180407.6919,919588.2707,M,100
IH358,KIMWELL,495 NEW BOSTON ROAD,FALL RIVER,IH,02720,40.734,41.70964855,-71.13691925,230217.8171,828884.6513,M,100
IH359,KINDRD NRSG&REHAB-NEWTON & WLL,694 WORCESTER ROAD,WELLESLEY,IH,02181,36.135,42.30585358,-71.29762333,216685.9505,895060.9952,M,81
